time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-02-08T13:25:32.700Z,37.3575,-121.7393333,1.26,1.4,md,20,116,0.0281,0.05,nc,nc72761841,2017-02-09T04:47:02.373Z,"7km E of Alum Rock, California",earthquake,0.18,0.42,0.273,17,reviewed,nc,nc
2017-02-08T13:22:22.680Z,19.3258343,-155.1369934,6.55,1.89,md,45,120,0.04046,0.22,hv,hv61597926,2017-02-08T13:25:52.310Z,"15km SE of Volcano, Hawaii",earthquake,0.39,0.49,0.18,26,automatic,hv,hv
2017-02-08T13:15:59.614Z,59.7256,-152.3745,67,1.6,ml,,,,0.55,ak,ak15238778,2017-02-08T13:30:45.983Z,"31km W of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-02-08T13:09:45.168Z,63.256,-151.8277,4.5,1.2,ml,,,,0.87,ak,ak15238775,2017-02-08T13:22:07.792Z,"135km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-08T12:42:46.370Z,46.5963333,-119.7978333,5.95,0.58,ml,10,201,0.09507,0.13,uw,uw61248986,2017-02-08T18:37:51.400Z,"12km SE of Desert Aire, Washington",earthquake,0.42,0.56,0.175,10,reviewed,uw,uw
2017-02-08T12:35:03.930Z,33.6673333,-116.9286667,15.14,1.28,ml,34,56,0.02011,0.16,ci,ci37579631,2017-02-08T19:55:56.681Z,"10km SSW of Valle Vista, CA",earthquake,0.24,0.34,0.197,26,reviewed,ci,ci
2017-02-08T12:22:27.630Z,62.5018,-151.3876,88.8,1.8,ml,,,,0.97,ak,ak15238766,2017-02-08T12:33:51.362Z,"68km WNW of Talkeetna, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-02-08T12:20:34.383Z,38.3983,-118.9115,13.5,0.8,ml,6,241.08,0.351,0.1026,nn,nn00577461,2017-02-09T02:37:35.716Z,"28km WSW of Hawthorne, Nevada",earthquake,,6.6,0.03,2,reviewed,nn,nn
2017-02-08T12:18:54.200Z,39.3204994,-122.7965012,8.3,1.86,md,7,136,0.1933,0.02,nc,nc72761836,2017-02-08T12:34:02.343Z,"19km NNE of Upper Lake, California",earthquake,0.71,2.82,0.25,5,automatic,nc,nc
2017-02-08T12:14:01.301Z,59.1387,-153.5328,0,1.2,ml,,,,0.91,ak,ak15238041,2017-02-08T12:25:13.398Z,"103km SE of Old Iliamna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2017-02-08T11:54:25.710Z,35.994,-117.7868333,2.66,0.27,ml,7,109,0.02123,0.11,ci,ci37579623,2017-02-08T22:06:58.649Z,"12km ENE of Little Lake, CA",earthquake,0.49,0.44,0.036,2,reviewed,ci,ci
2017-02-08T11:46:26.770Z,37.1688333,-112.0483333,5.73,1.39,ml,6,232,0.3453,0.27,uu,uu60184192,2017-02-09T18:03:56.230Z,"44km ENE of Kanab, Utah",earthquake,3.06,15.78,0.002,2,reviewed,uu,uu
2017-02-08T11:35:40.617Z,36.6177,-116.0461,1.7,0.1,ml,15,172.27,0.081,0.196,nn,nn00577414,2017-02-09T02:36:30.387Z,"45km N of Pahrump, Nevada",earthquake,,12.4,0.17,10,reviewed,nn,nn
2017-02-08T11:28:50.667Z,36.8104,-116.0036,6.3,0.1,ml,21,154.69,0.083,0.1802,nn,nn00577413,2017-02-09T02:36:28.018Z,"66km N of Pahrump, Nevada",earthquake,,1.9,0.15,5,reviewed,nn,nn
2017-02-08T11:19:33.110Z,33.5026667,-116.3683333,9.29,0.8,ml,26,59,0.0522,0.19,ci,ci37579615,2017-02-08T20:35:48.058Z,"19km SSW of La Quinta, CA",earthquake,0.31,0.81,0.119,22,reviewed,ci,ci
2017-02-08T11:19:32.696Z,61.0397,-148.3405,0.1,1.7,ml,,,,0.5,ak,ak15238032,2017-02-08T11:26:23.581Z,"35km NNE of Whittier, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-08T11:11:42.090Z,27.3044,103.4285,10,4.9,mb,,42,6.09,1.07,us,us20008ig7,2017-02-08T12:14:19.040Z,"15km NW of Wenping, China",earthquake,8.3,1.9,0.057,99,reviewed,us,us
2017-02-08T11:03:56.998Z,38.3871,-118.8902,12.6,0.9,ml,5,244.91,0.332,0.0644,nn,nn00577454,2017-02-09T02:37:29.424Z,"27km WSW of Hawthorne, Nevada",earthquake,,12.1,0,1,reviewed,nn,nn
2017-02-08T11:02:37.490Z,25.1249,63.3072,10,5.2,mb,,66,6.445,0.95,us,us20008ig4,2017-02-08T11:22:42.040Z,"22km SW of Pasni, Pakistan",earthquake,9.6,1.9,0.047,148,reviewed,us,us
2017-02-08T11:01:50.358Z,38.3812,-118.8647,14.8,0.6,ml,4,292.63,0.311,0.0345,nn,nn00577452,2017-02-09T02:37:27.947Z,"26km SW of Hawthorne, Nevada",earthquake,,20.9,0,1,reviewed,nn,nn
2017-02-08T10:53:56.852Z,63.5476,-150.9101,0,1.8,ml,,,,0.78,ak,ak15237300,2017-02-08T11:17:13.530Z,"99km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-08T10:51:29.760Z,-2.8081,139.0982,44.13,4.9,mb,,56,6.841,1.14,us,us20008ifz,2017-02-08T11:10:08.040Z,"166km W of Abepura, Indonesia",earthquake,8.3,7.6,0.078,51,reviewed,us,us
2017-02-08T10:50:06.880Z,20.0915,-156.4575,7.8,3.01,ml,18,217,0.5316,0.2,hv,hv61597736,2017-02-09T22:52:02.620Z,"64km NW of Kalaoa, Hawaii",earthquake,1.51,3.01,0.114,16,reviewed,hv,hv
2017-02-08T10:49:27.506Z,59.8438,-152.9809,98.8,1.8,ml,,,,0.8,ak,ak15237297,2017-02-08T10:59:25.978Z,"64km W of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-02-08T10:46:29.690Z,38.8033333,-122.7925034,0.76,0.75,md,8,179,0.005119,0.02,nc,nc72761831,2017-02-08T11:03:03.166Z,"4km NW of The Geysers, California",earthquake,0.44,0.62,0.16,2,automatic,nc,nc
2017-02-08T10:39:09.038Z,38.299,-118.7837,11.7,0.3,ml,4,289.6,0.224,0.0409,nn,nn00577449,2017-02-09T02:37:19.397Z,"28km SSW of Hawthorne, Nevada",earthquake,,15.6,0.2,2,reviewed,nn,nn
2017-02-08T10:36:18.544Z,59.6402,-152.2209,64.4,2.2,ml,,,,0.51,ak,ak15237290,2017-02-08T10:50:16.492Z,"26km SW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-08T10:19:05.100Z,46.5963333,-119.8061667,5.99,0.92,ml,15,204,0.03464,0.1,uw,uw61248971,2017-02-08T18:11:37.100Z,"12km SE of Desert Aire, Washington",earthquake,0.38,0.31,0.145,11,reviewed,uw,uw
2017-02-08T10:16:20.310Z,38.7633324,-122.7275009,2.42,1.4,md,11,92,0.01276,0.05,nc,nc72761826,2017-02-08T10:41:03.119Z,"2km ESE of The Geysers, California",earthquake,0.58,0.82,0.22,5,automatic,nc,nc
2017-02-08T10:16:00.400Z,40.2006667,-121.109,2.63,2.44,md,15,81,0.2322,0.25,nc,nc72761816,2017-02-09T02:36:25.173Z,"13km SW of Westwood, California",earthquake,0.69,10.5,0.278,13,reviewed,nc,nc
2017-02-08T10:09:54.040Z,46.5978333,-119.802,4.31,0.38,ml,8,277,0.0314,0.1,uw,uw61248966,2017-02-08T18:59:56.810Z,"12km SE of Desert Aire, Washington",earthquake,0.58,0.43,0.09,5,reviewed,uw,uw
2017-02-08T10:08:39.254Z,38.3515,-118.864,8.8,1.8,ml,18,55.72,0.131,0.1383,nn,nn00577411,2017-02-09T02:36:15.635Z,"28km SW of Hawthorne, Nevada",earthquake,,2.6,0.23,5,reviewed,nn,nn
2017-02-08T09:58:46.349Z,36.6991,-116.3265,8.1,-0.1,ml,15,76.5,0.055,0.1231,nn,nn00577480,2017-02-09T02:38:01.329Z,"45km ESE of Beatty, Nevada",earthquake,,1.5,0.04,2,reviewed,nn,nn
2017-02-08T09:53:04.772Z,36.6176,-116.0441,1.5,0,ml,11,173.22,0.079,0.1604,nn,nn00577410,2017-02-09T02:36:12.621Z,"45km N of Pahrump, Nevada",earthquake,,18.6,0.19,4,reviewed,nn,nn
2017-02-08T09:52:06.150Z,45.7281,26.6641,129.56,4.4,mb,,49,0.557,1.23,us,us20008ifq,2017-02-08T22:01:32.997Z,"4km WNW of Nereju, Romania",earthquake,5.7,7,0.148,13,reviewed,us,us
2017-02-08T09:51:15.961Z,38.889,-115.5695,0,1.9,ml,8,159.64,0.54,0.2266,nn,nn00577409,2017-02-09T02:36:09.995Z,"18km NNW of Currant, Nevada",earthquake,,0,0.43,6,reviewed,nn,nn
2017-02-08T09:48:56.330Z,59.7374,-151.0996,28.1,1.5,ml,,,,0.26,ak,ak15236564,2017-02-08T09:54:26.521Z,"11km E of Fritz Creek, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-02-08T09:35:08.515Z,38.3873,-118.8697,2.5,0.6,ml,6,234.21,0.317,0.1525,nn,nn00577473,2017-02-09T02:37:52.240Z,"26km SW of Hawthorne, Nevada",earthquake,,11.6,0,1,reviewed,nn,nn
2017-02-08T09:31:37.200Z,33.6718333,-116.7235,14.32,0.6,ml,22,82,0.04325,0.14,ci,ci37579607,2017-02-08T20:01:34.099Z,"8km S of Idyllwild, CA",earthquake,0.38,0.58,0.086,15,reviewed,ci,ci
2017-02-08T09:18:53.420Z,36.3015,-120.878,6.67,2.06,md,48,75,0.1056,0.06,nc,nc72761806,2017-02-08T22:05:03.439Z,"24km ENE of King City, California",earthquake,0.18,0.62,0.196,48,reviewed,nc,nc
2017-02-08T09:13:50.210Z,38.824,-122.7871667,1.45,0.72,md,17,66,0.01186,0.03,nc,nc72761801,2017-02-09T19:42:03.300Z,"5km W of Cobb, California",earthquake,0.2,0.35,0.073,3,reviewed,nc,nc
2017-02-08T08:55:53.280Z,38.8364983,-122.7734985,1.81,1.09,md,9,164,0.006502,0.02,nc,nc72761796,2017-02-08T09:18:02.834Z,"4km WNW of Cobb, California",earthquake,0.39,0.68,0.06,2,automatic,nc,nc
2017-02-08T08:51:08.830Z,35.4623337,-120.7584991,5.25,1.21,md,5,120,0.08108,0.04,nc,nc72761791,2017-02-08T09:06:02.824Z,"8km WSW of Atascadero, California",earthquake,0.76,2.5,0.04,5,automatic,nc,nc
2017-02-08T08:41:11.700Z,41.407,-111.7265,11.23,1.68,ml,20,71,0.1735,0.13,uu,uu60184182,2017-02-08T20:30:04.230Z,"11km NE of Wolf Creek, Utah",earthquake,0.29,1,0.163,4,reviewed,uu,uu
2017-02-08T08:39:30.460Z,41.403,-111.7423333,4.3,2.41,ml,28,67,0.1861,0.21,uu,uu60184177,2017-02-08T21:14:17.940Z,"10km NE of Wolf Creek, Utah",earthquake,0.44,1.16,0.122,8,reviewed,uu,uu
2017-02-08T08:38:28.360Z,33.5983333,-116.8091667,8.77,0.32,ml,16,80,0.0379,0.16,ci,ci37579591,2017-02-08T21:26:30.693Z,"14km WNW of Anza, CA",earthquake,0.49,0.52,0.081,11,reviewed,ci,ci
2017-02-08T08:36:26.600Z,18.1352,-67.359,56,2.9,Md,17,216,0.26230806,0.25,pr,pr17039003,2017-02-08T09:15:20.065Z,"19km WNW of Puerto Real, Puerto Rico",earthquake,0.8,0.7,0,17,reviewed,pr,pr
2017-02-08T08:34:19.310Z,-7.5217,106.9927,84.7,5,mb,,75,3.452,1.2,us,us20008iff,2017-02-08T09:09:26.097Z,"10km SSW of Sukadami, Indonesia",earthquake,8.1,6.9,0.078,53,reviewed,us,us
2017-02-08T08:28:21.630Z,36.2805,-89.5281667,7.81,1.4,md,14,72,0.02811,0.03,nm,nm60175181,2017-02-09T14:14:22.850Z,"4km WNW of Ridgely, Tennessee",earthquake,0.8,0.57,0.092,6,reviewed,nm,nm
2017-02-08T08:19:39.970Z,36.8071671,-121.5228348,3.54,1.73,md,12,81,0.02211,0.09,nc,nc72761786,2017-02-08T08:36:01.745Z,"4km SSE of San Juan Bautista, California",earthquake,0.43,0.52,0.16,8,automatic,nc,nc
2017-02-08T08:19:23.218Z,64.762,-149.0347,26.9,0.1,ml,,,,0.71,ak,ak15235838,2017-02-08T20:32:47.811Z,"20km N of North Nenana, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-02-08T08:14:56.870Z,-7.3174,129.3991,133.28,4.8,mb,,76,1.995,0.82,us,us20008ifc,2017-02-08T08:33:40.040Z,"222km WNW of Saumlaki, Indonesia",earthquake,5.9,9.2,0.082,46,reviewed,us,us
2017-02-08T08:10:14.646Z,58.0096,-152.9287,48.7,1.8,ml,,,,0.36,ak,ak15235837,2017-02-08T08:18:04.233Z,"33km NW of Kodiak Station, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-02-08T08:10:08.466Z,36.7028,-116.3246,8.2,-0.1,ml,17,74.24,0.059,0.18,nn,nn00577469,2017-02-09T02:37:47.219Z,"45km ESE of Beatty, Nevada",earthquake,,1.6,0.52,5,reviewed,nn,nn
2017-02-08T07:48:17.837Z,38.3044,-118.7942,4.4,1,ml,9,134.43,0.233,0.1686,nn,nn00577407,2017-02-09T02:36:07.967Z,"28km SSW of Hawthorne, Nevada",earthquake,,10,0.08,2,reviewed,nn,nn
2017-02-08T07:38:24.482Z,38.3911,-118.884,11,0.8,ml,7,139.04,0.329,0.1488,nn,nn00577464,2017-02-09T02:37:44.482Z,"27km WSW of Hawthorne, Nevada",earthquake,,7.4,0,1,reviewed,nn,nn
2017-02-08T07:16:05.790Z,46.8648333,-112.3631667,12.03,1.11,ml,10,87,0.117,0.26,mb,mb80198714,2017-02-08T15:41:21.400Z,"26km ESE of Lincoln, Montana",earthquake,1.07,1.14,0.032,2,reviewed,mb,mb
2017-02-08T07:02:09.617Z,64.6677,-149.3059,12.4,1.5,ml,,,,0.79,ak,ak15235118,2017-02-08T07:19:13.278Z,"13km NW of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-08T07:00:48.760Z,32.097,-116.3571667,1.39,1.69,ml,18,125,0.3375,0.19,ci,ci37579575,2017-02-08T21:29:40.000Z,"35km NE of Ensenada, B.C., MX",earthquake,0.34,1.17,0.178,20,reviewed,ci,ci
2017-02-08T06:42:18.600Z,34.039,-116.8258333,18.35,0.94,ml,30,43,0.01548,0.18,ci,ci37579567,2017-02-08T19:59:16.573Z,"13km NNE of Banning, CA",earthquake,0.28,0.49,0.136,26,reviewed,ci,ci
2017-02-08T06:38:05.526Z,38.3478,-118.9283,7,1.5,ml,13,74.37,0.346,0.1702,nn,nn00577406,2017-02-09T02:36:06.186Z,"28km ENE of Bridgeport, California",earthquake,,10.6,0.68,5,reviewed,nn,nn
2017-02-08T06:32:05.210Z,32.872,-116.2203333,7.07,1.3,ml,31,63,0.1309,0.22,ci,ci37579559,2017-02-08T20:28:50.535Z,"26km NW of Ocotillo, CA",earthquake,0.35,1.4,0.179,28,reviewed,ci,ci
2017-02-08T06:31:47.410Z,33.6825,-116.7211667,16.14,0.28,ml,17,96,0.03245,0.09,ci,ci37579551,2017-02-08T19:42:51.766Z,"6km S of Idyllwild, CA",earthquake,0.32,0.49,0.16,5,reviewed,ci,ci
2017-02-08T06:24:33.620Z,48.3388333,-120.9885,0.8,1.04,md,5,182,0.2426,0.32,uw,uw60132408,2017-02-08T19:49:51.260Z,"46km ENE of Darrington, Washington",earthquake,1.2,3.09,0.281,4,reviewed,uw,uw
2017-02-08T06:17:21.632Z,38.3584,-118.913,8.3,1,ml,8,146.47,0.338,0.1302,nn,nn00577460,2017-02-09T02:37:34.152Z,"30km ENE of Bridgeport, California",earthquake,,14.1,0.12,2,reviewed,nn,nn
2017-02-08T06:16:33.760Z,33.2878333,-116.275,2.74,1.34,ml,36,67,0.09651,0.21,ci,ci37579543,2017-02-08T20:27:31.175Z,"10km ENE of Borrego Springs, CA",earthquake,0.31,0.54,0.165,26,reviewed,ci,ci
2017-02-08T06:03:35.020Z,33.5036667,-116.5546667,11.88,0.38,ml,23,78,0.04071,0.12,ci,ci37579535,2017-02-08T19:27:20.922Z,"12km ESE of Anza, CA",earthquake,0.18,0.34,0.194,8,reviewed,ci,ci
2017-02-08T06:03:25.674Z,59.9077,-151.5395,68.5,1.2,ml,,,,0.15,ak,ak15235114,2017-02-08T06:11:46.308Z,"21km NE of Anchor Point, Alaska",earthquake,,2.2,,,automatic,ak,ak
2017-02-08T06:02:04.956Z,39.044,-118.8065,5.1,1.2,ml,9,104.02,0.343,0.0941,nn,nn00577405,2017-02-09T02:36:03.328Z,"31km ENE of Yerington, Nevada",earthquake,,2.4,0.28,5,reviewed,nn,nn
2017-02-08T05:44:07.800Z,19.0851,-66.6977,53,3,Md,7,273.6,0.73572022,0.43,pr,pr17039002,2017-02-08T08:21:39.126Z,"67km NNE of Hatillo, Puerto Rico",earthquake,3.7,9.9,0,6,reviewed,pr,pr
2017-02-08T05:39:58.010Z,33.6033333,-116.9351667,7.91,1.99,ml,92,20,0.07753,0.18,ci,ci37579527,2017-02-08T20:30:33.741Z,"16km SSE of Hemet, CA",earthquake,0.12,0.35,0.218,83,reviewed,ci,ci
2017-02-08T05:35:08.988Z,64.7222,-147.6959,3.3,0.4,ml,,,,0.53,ak,ak15234402,2017-02-08T05:42:00.561Z,"11km SW of Badger, Alaska",earthquake,,2.1,,,automatic,ak,ak
2017-02-08T05:27:14.520Z,38.8380013,-122.7878342,1.35,0.89,md,8,162,0.002002,0.02,nc,nc72761776,2017-02-08T05:43:02.389Z,"5km WNW of Cobb, California",earthquake,0.49,0.75,0.07,3,automatic,nc,nc
2017-02-08T05:22:48.320Z,38.305,-118.785,8.4,0.7,ml,6,288.76,0.227,0.1027,nn,nn00577459,2017-02-09T02:37:32.469Z,"28km SSW of Hawthorne, Nevada",earthquake,,26.4,0,1,reviewed,nn,nn
2017-02-08T05:22:21.951Z,38.4027,-118.897,11.6,0.8,ml,6,277.39,0.343,0.0644,nn,nn00577456,2017-02-09T02:37:30.961Z,"27km WSW of Hawthorne, Nevada",earthquake,,6.6,0.07,2,reviewed,nn,nn
2017-02-08T05:20:57.375Z,63.2699,-151.0492,10,1.5,ml,,,,0.35,ak,ak15234399,2017-02-08T05:42:00.292Z,"105km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-02-08T05:14:03.035Z,62.3288,-149.1373,0,1.5,ml,,,,0.66,ak,ak15234397,2017-02-08T05:24:12.587Z,"41km ENE of Y, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-02-08T04:57:22.370Z,33.8336667,-117.6716667,8.84,0.43,ml,7,135,0.04705,0.09,ci,ci37579519,2017-02-08T19:39:22.031Z,"10km WSW of Corona, CA",earthquake,0.38,0.64,0.094,4,reviewed,ci,ci
2017-02-08T04:53:43.728Z,60.0079,-151.4933,64.1,1.8,ml,,,,0.57,ak,ak15234390,2017-02-08T05:15:35.257Z,"31km NE of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-02-08T04:52:41.964Z,39.5664,-115.827,0,1.9,ml,5,94.95,0.934,0.2216,nn,nn00577403,2017-02-09T02:36:01.297Z,"12km ENE of Eureka, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2017-02-08T04:45:33.200Z,34.1355,-116.9038333,8.25,1.52,ml,75,26,0.04958,0.15,ci,ci37579511,2017-02-08T20:28:09.255Z,"12km S of Big Bear Lake, CA",earthquake,0.12,0.3,0.136,59,reviewed,ci,ci
2017-02-08T04:44:58.720Z,34.1376667,-116.9011667,8.82,0.78,ml,14,93,0.05259,0.15,ci,ci37579503,2017-02-08T19:38:44.720Z,"12km S of Big Bear Lake, CA",earthquake,0.32,0.55,0.102,14,reviewed,ci,ci
2017-02-08T04:22:20.403Z,63.5464,-150.8143,0.9,1.9,ml,,,,0.6,ak,ak15234380,2017-02-08T04:34:36.005Z,"94km WNW of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-08T04:17:28.135Z,62.0061,-150.0061,42.7,1.4,ml,,,,0.48,ak,ak15234379,2017-02-08T04:24:53.664Z,"19km SSW of Y, Alaska",earthquake,,1.3,,,automatic,ak,ak
2017-02-08T03:53:29.140Z,34.0901667,-117.3198333,17.08,1.17,ml,51,58,0.1069,0.18,ci,ci37579495,2017-02-08T20:37:20.705Z,"2km NNW of Colton, CA",earthquake,0.23,0.42,0.15,39,reviewed,ci,ci
2017-02-08T03:52:19.500Z,18.9853,-65.0408,41,3.3,Md,13,277.2,0.71056739,0.34,pr,pr17039001,2017-02-08T04:56:00.665Z,"72km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.6,8.6,0,10,reviewed,pr,pr
2017-02-08T03:25:32.381Z,65.1442,-149.0366,3.7,2,ml,,,,0.7,ak,ak15233541,2017-02-08T03:48:16.563Z,"58km NW of Ester, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-02-08T03:20:59.740Z,34.4008333,-118.5823333,4.62,1.38,ml,32,73,0.04106,0.22,ci,ci37579487,2017-02-08T20:04:23.599Z,"6km S of Valencia, CA",earthquake,0.25,0.51,0.125,20,reviewed,ci,ci
2017-02-08T03:14:48.540Z,37.0545,-97.3665,7.58,2.7,mb_lg,,142,0.098,0.23,us,us20008ids,2017-02-08T23:28:43.208Z,"21km E of Caldwell, Kansas",earthquake,1.7,6.1,0.102,25,reviewed,us,us
2017-02-08T03:01:01.560Z,34.1568333,-116.9865,11.5,1.6,ml,79,26,0.07582,0.16,ci,ci37579479,2017-02-08T21:01:49.110Z,"12km SW of Big Bear Lake, CA",earthquake,0.13,0.3,0.127,56,reviewed,ci,ci
2017-02-08T02:50:47.678Z,38.3743,-118.9095,10.7,1.4,ml,9,96.09,0.341,0.1106,nn,nn00577445,2017-02-09T02:37:17.942Z,"29km SW of Hawthorne, Nevada",earthquake,,7.3,0.76,4,reviewed,nn,nn
2017-02-08T02:50:07.257Z,38.3559,-118.877,7.3,1.2,ml,6,232.03,0.31,0.071,nn,nn00577444,2017-02-09T02:37:16.218Z,"28km SW of Hawthorne, Nevada",earthquake,,27.4,0.31,3,reviewed,nn,nn
2017-02-08T02:49:08.700Z,19.1005,-66.6987,47,3.3,Md,12,266.4,0.74111011,0.54,pr,pr17039000,2017-02-08T03:56:14.598Z,"69km N of Hatillo, Puerto Rico",earthquake,3.1,9.9,0,8,reviewed,pr,pr
2017-02-08T02:48:31.182Z,38.3766,-118.9014,7,1.3,ml,11,156.87,0.336,0.1631,nn,nn00577401,2017-02-09T02:35:58.659Z,"29km SW of Hawthorne, Nevada",earthquake,,2.2,0.08,3,reviewed,nn,nn
2017-02-08T02:44:40.260Z,37.6358333,-119.0493333,-1.97,0.16,md,8,81,0.01499,0.03,nc,nc72761761,2017-02-08T17:34:03.010Z,"6km WSW of Mammoth Lakes, California",earthquake,0.14,0.6,0.08,5,reviewed,nc,nc
2017-02-08T02:07:41.070Z,37.6566667,-118.9333333,1.79,0.25,md,14,105,0.01066,0.05,nc,nc72761751,2017-02-08T16:56:02.825Z,"3km ENE of Mammoth Lakes, California",earthquake,0.27,0.34,0.282,12,reviewed,nc,nc
2017-02-08T02:00:37.280Z,38.7724991,-122.7228317,1.37,1.69,md,14,108,0.004438,0.06,nc,nc72761746,2017-02-08T02:26:02.897Z,"2km E of The Geysers, California",earthquake,0.33,0.52,0.26,6,automatic,nc,nc
2017-02-08T02:00:01.790Z,38.7723333,-122.716,1.88,2.27,md,50,31,0.001344,0.08,nc,nc72761736,2017-02-08T20:19:02.384Z,"3km E of The Geysers, California",earthquake,0.16,0.2,0.235,29,reviewed,nc,nc
2017-02-08T01:59:03.980Z,38.8613319,-122.8363342,19.07,0.95,md,6,220,0.02272,0.07,nc,nc72761741,2017-02-08T02:14:02.858Z,"10km WNW of Cobb, California",earthquake,4.22,5.78,0.23,2,automatic,nc,nc
2017-02-08T01:57:03.330Z,46.5906667,-122.436,9.06,0.88,ml,11,129,0.2093,0.18,uw,uw61248906,2017-02-08T21:41:48.670Z,"12km WNW of Morton, Washington",earthquake,0.58,17.3,0.178,7,reviewed,uw,uw
2017-02-08T01:44:14.877Z,62.9364,-151.2651,126.6,1.7,ml,,,,0.3,ak,ak15232823,2017-02-08T01:56:46.742Z,"90km NW of Talkeetna, Alaska",earthquake,,1,,,automatic,ak,ak
2017-02-08T01:41:50.840Z,33.5143333,-115.8523333,5.92,1.32,ml,29,117,0.03136,0.22,ci,ci37579471,2017-02-08T18:04:20.457Z,"8km E of North Shore, CA",earthquake,0.32,0.72,0.168,18,reviewed,ci,ci
2017-02-08T01:40:58.810Z,45.6981667,-122.3466667,-0.88,1.07,ml,10,150,0.2398,0.23,uw,uw61248901,2017-02-09T22:14:55.430Z,"7km NNE of Fern Prairie, Washington",explosion,0.95,31.61,0.29,7,reviewed,uw,uw
2017-02-08T01:39:35.206Z,37.1361,-117.0705,9.9,1.4,ml,25,79.72,0.159,0.153,nn,nn00577387,2017-02-09T02:35:56.417Z,"37km NW of Beatty, Nevada",earthquake,,2.2,0.39,14,reviewed,nn,nn
2017-02-08T01:38:03.700Z,39.5556,26.1827,5.1,4.9,mb,,35,1.314,1.18,us,us20008idh,2017-02-08T15:14:33.870Z,"14km WNW of Behram, Turkey",earthquake,4.5,3.9,0.055,102,reviewed,us,us
2017-02-08T01:37:23.577Z,37.1441,-117.0669,10.2,1.9,ml,32,57.08,0.166,0.1792,nn,nn00577386,2017-02-09T02:35:54.061Z,"37km NW of Beatty, Nevada",earthquake,,1.5,0.41,17,reviewed,nn,nn
2017-02-08T01:26:58.132Z,61.3154,-150.599,58.8,1.9,ml,,,,0.64,ak,ak15232818,2017-02-08T01:48:44.413Z,"39km WNW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-02-08T01:24:05.057Z,51.5935,-177.7557,26.6,2.1,ml,,,,0.53,ak,ak15232816,2017-02-08T02:44:19.594Z,"41km SE of Tanaga Volcano, Alaska",earthquake,,2.4,,,reviewed,ak,ak
2017-02-08T01:18:41.800Z,36.8736,-98.0954,5.638,3,ml,,75,,0.28,us,us20008idf,2017-02-09T06:02:32.040Z,"26km ENE of Cherokee, Oklahoma",earthquake,1,3.2,,,reviewed,tul,tul
2017-02-08T00:48:37.327Z,66.1221,-162.3508,21.8,2.6,ml,,,,0.81,ak,ak15232811,2017-02-08T02:24:44.922Z,"87km S of Kotzebue, Alaska",earthquake,,2.5,,,reviewed,ak,ak
2017-02-08T00:48:09.590Z,34.1356667,-116.9025,8.54,1.64,ml,61,30,0.05032,0.13,ci,ci37579455,2017-02-08T20:01:53.204Z,"12km S of Big Bear Lake, CA",earthquake,0.12,0.3,0.117,23,reviewed,ci,ci
2017-02-08T00:42:10.120Z,38.8230019,-122.7809982,-0.83,0.75,md,9,138,0.009732,0.06,nc,nc72761731,2017-02-08T01:08:08.718Z,"5km W of Cobb, California",earthquake,0.23,0.86,0.17,2,automatic,nc,nc
2017-02-08T00:21:41.480Z,35.052,-117.6685,-0.82,1.31,ml,12,113,0.1195,0.14,ci,ci37579439,2017-02-08T20:17:57.665Z,"6km NNW of Boron, CA",quarry blast,0.48,31.61,0.105,16,reviewed,ci,ci
2017-02-08T00:19:07.500Z,36.4044,-98.6736,5.855,2.5,ml,,36,,0.44,us,us20008ilj,2017-02-09T06:00:15.040Z,"22km NW of Fairview, Oklahoma",earthquake,1.5,7.3,,,reviewed,tul,tul
2017-02-08T00:16:30.411Z,65.0106,-147.321,9.6,1.4,ml,,,,0.68,ak,ak15232086,2017-02-08T00:30:26.919Z,"25km NNE of Badger, Alaska",earthquake,,0.4,,,automatic,ak,ak
